No,Latitude,Longitude,Month,Total Precipitation (mm)
647,38.87751,141.50981,10,3501.4169216156006
647,38.87751,141.50981,11,1336.0559940338135
647,38.87751,141.50981,12,6887.599945068359
647,38.87751,141.50981,Annual,48897.422790527344
648,38.82982,140.73331,1,4028.7413597106934
648,38.82982,140.73331,2,2600.4412174224854
648,38.82982,140.73331,3,4554.506301879883
648,38.82982,140.73331,4,4802.105903625488
648,38.82982,140.73331,5,4009.286880493164
648,38.82982,140.73331,6,4978.991985321045
648,38.82982,140.73331,7,5322.157859802246
648,38.82982,140.73331,8,4025.8021354675293
648,38.82982,140.73331,9,9280.325889587402
648,38.82982,140.73331,10,3242.562770843506
648,38.82982,140.73331,11,2487.9367351531982
648,38.82982,140.73331,12,8095.823287963867
648,38.82982,140.73331,Annual,57428.68423461914
649,38.77672,140.8616,1,2985.3267669677734
649,38.77672,140.8616,2,2088.6435508728027
649,38.77672,140.8616,3,4162.193298339844
649,38.77672,140.8616,4,4896.078109741211
649,38.77672,140.8616,5,4378.726959228516
649,38.77672,140.8616,6,5413.381576538086
649,38.77672,140.8616,7,5400.3190994262695
649,38.77672,140.8616,8,4124.781131744385
649,38.77672,140.8616,9,8997.55859375
649,38.77672,140.8616,10,3388.5490894317627
649,38.77672,140.8616,11,1998.8020658493042
649,38.77672,140.8616,12,7776.371955871582
649,38.77672,140.8616,Annual,55610.73303222656
650,38.79845,141.44713,1,1703.094720840454
650,38.79845,141.44713,2,1602.5049686431885
650,38.79845,141.44713,3,3719.5873260498047
650,38.79845,141.44713,4,4844.341278076172
650,38.79845,141.44713,5,4623.396396636963
650,38.79845,141.44713,6,4825.990676879883
650,38.79845,141.44713,7,4576.999664306641
650,38.79845,141.44713,8,3106.5704822540283
650,38.79845,141.44713,9,8169.863700866699
650,38.79845,141.44713,10,3501.4169216156006
650,38.79845,141.44713,11,1336.0559940338135
650,38.79845,141.44713,12,6887.599945068359
650,38.79845,141.44713,Annual,48897.422790527344
651,38.69271,140.93185,1,2175.57430267334
651,38.69271,140.93185,2,1973.1605052947998
651,38.69271,140.93185,3,3970.857620239258
651,38.69271,140.93185,4,5182.564258575439
651,38.69271,140.93185,5,4462.148666381836
651,38.69271,140.93185,6,5112.733840942383
651,38.69271,140.93185,7,5210.4339599609375
651,38.69271,140.93185,8,3017.0342922210693
651,38.69271,140.93185,9,8926.655769348145
651,38.69271,140.93185,10,3978.8289070129395
651,38.69271,140.93185,11,1440.9914016723633
651,38.69271,140.93185,12,7273.606777191162
651,38.69271,140.93185,Annual,52724.59030151367
652,38.72498,141.08377,1,2175.57430267334
652,38.72498,141.08377,2,1973.1605052947998
652,38.72498,141.08377,3,3970.857620239258
652,38.72498,141.08377,4,5182.564258575439
652,38.72498,141.08377,5,4462.148666381836
652,38.72498,141.08377,6,5112.733840942383
652,38.72498,141.08377,7,5210.4339599609375
652,38.72498,141.08377,8,3017.0342922210693
652,38.72498,141.08377,9,8926.655769348145
652,38.72498,141.08377,10,3978.8289070129395
652,38.72498,141.08377,11,1440.9914016723633
652,38.72498,141.08377,12,7273.606777191162
652,38.72498,141.08377,Annual,52724.59030151367
653,38.70266,141.15038,1,2175.57430267334
653,38.70266,141.15038,2,1973.1605052947998
653,38.70266,141.15038,3,3970.857620239258
653,38.70266,141.15038,4,5182.564258575439
653,38.70266,141.15038,5,4462.148666381836
653,38.70266,141.15038,6,5112.733840942383
653,38.70266,141.15038,7,5210.4339599609375
653,38.70266,141.15038,8,3017.0342922210693
653,38.70266,141.15038,9,8926.655769348145
653,38.70266,141.15038,10,3978.8289070129395
653,38.70266,141.15038,11,1440.9914016723633
653,38.70266,141.15038,12,7273.606777191162
653,38.70266,141.15038,Annual,52724.59030151367
654,38.72034,141.32476,1,1186.2988471984863
654,38.72034,141.32476,2,1569.9117183685303
654,38.72034,141.32476,3,3573.2388496398926
654,38.72034,141.32476,4,5036.15665435791
654,38.72034,141.32476,5,4918.500900268555
654,38.72034,141.32476,6,4595.29447555542
654,38.72034,141.32476,7,4208.139419555664
654,38.72034,141.32476,8,2084.1307640075684
654,38.72034,141.32476,9,8034.944534301758
654,38.72034,141.32476,10,4198.746681213379
654,38.72034,141.32476,11,1226.0324954986572
654,38.72034,141.32476,12,6343.398094177246
654,38.72034,141.32476,Annual,46974.79248046875
655,38.6932,141.50123,1,1186.2988471984863
655,38.6932,141.50123,2,1569.9117183685303
655,38.6932,141.50123,3,3573.2388496398926
655,38.6932,141.50123,4,5036.15665435791
655,38.6932,141.50123,5,4918.500900268555
655,38.6932,141.50123,6,4595.29447555542
655,38.6932,141.50123,7,4208.139419555664
655,38.6932,141.50123,8,2084.1307640075684
655,38.6932,141.50123,9,8034.944534301758
655,38.6932,141.50123,10,4198.746681213379
655,38.6932,141.50123,11,1226.0324954986572
655,38.6932,141.50123,12,6343.398094177246
655,38.6932,141.50123,Annual,46974.79248046875
656,38.60422,140.68546,1,2997.6396560668945
656,38.60422,140.68546,2,2416.93377494812
656,38.60422,140.68546,3,4229.207515716553
656,38.60422,140.68546,4,4850.601673126221
656,38.60422,140.68546,5,3939.396619796753
656,38.60422,140.68546,6,4856.476306915283
656,38.60422,140.68546,7,4936.490058898926
656,38.60422,140.68546,8,2990.5688762664795
656,38.60422,140.68546,9,9062.337875366211
656,38.60422,140.68546,10,3616.1677837371826
656,38.60422,140.68546,11,1825.4057168960571
656,38.60422,140.68546,12,7405.832290649414
656,38.60422,140.68546,Annual,53127.05612182617
657,38.63778,140.89542,1,2175.57430267334
657,38.63778,140.89542,2,1973.1605052947998
657,38.63778,140.89542,3,3970.857620239258
657,38.63778,140.89542,4,5182.564258575439
657,38.63778,140.89542,5,4462.148666381836
657,38.63778,140.89542,6,5112.733840942383
657,38.63778,140.89542,7,5210.4339599609375
657,38.63778,140.89542,8,3017.0342922210693
657,38.63778,140.89542,9,8926.655769348145
657,38.63778,140.89542,10,3978.8289070129395
657,38.63778,140.89542,11,1440.9914016723633
657,38.63778,140.89542,12,7273.606777191162
657,38.63778,140.89542,Annual,52724.59030151367
658,38.59298,141.06718,1,2175.57430267334
658,38.59298,141.06718,2,1973.1605052947998
658,38.59298,141.06718,3,3970.857620239258
658,38.59298,141.06718,4,5182.564258575439
658,38.59298,141.06718,5,4462.148666381836
658,38.59298,141.06718,6,5112.733840942383
658,38.59298,141.06718,7,5210.4339599609375
658,38.59298,141.06718,8,3017.0342922210693
658,38.59298,141.06718,9,8926.655769348145
658,38.59298,141.06718,10,3978.8289070129395
658,38.59298,141.06718,11,1440.9914016723633
658,38.59298,141.06718,12,7273.606777191162
658,38.59298,141.06718,Annual,52724.59030151367
659,38.61198,141.38603,1,1186.2988471984863
659,38.61198,141.38603,2,1569.9117183685303
659,38.61198,141.38603,3,3573.2388496398926
659,38.61198,141.38603,4,5036.15665435791
659,38.61198,141.38603,5,4918.500900268555
659,38.61198,141.38603,6,4595.29447555542
659,38.61198,141.38603,7,4208.139419555664
659,38.61198,141.38603,8,2084.1307640075684
659,38.61198,141.38603,9,8034.944534301758
659,38.61198,141.38603,10,4198.746681213379
659,38.61198,141.38603,11,1226.0324954986572
659,38.61198,141.38603,12,6343.398094177246
659,38.61198,141.38603,Annual,46974.79248046875
660,38.52608,140.77489,1,2997.6396560668945
660,38.52608,140.77489,2,2416.93377494812
660,38.52608,140.77489,3,4229.207515716553
660,38.52608,140.77489,4,4850.601673126221
660,38.52608,140.77489,5,3939.396619796753
660,38.52608,140.77489,6,4856.476306915283
660,38.52608,140.77489,7,4936.490058898926
660,38.52608,140.77489,8,2990.5688762664795
660,38.52608,140.77489,9,9062.337875366211
660,38.52608,140.77489,10,3616.1677837371826
660,38.52608,140.77489,11,1825.4057168960571
660,38.52608,140.77489,12,7405.832290649414
660,38.52608,140.77489,Annual,53127.05612182617
661,38.57796,141.08548,1,2175.57430267334
661,38.57796,141.08548,2,1973.1605052947998
661,38.57796,141.08548,3,3970.857620239258
661,38.57796,141.08548,4,5182.564258575439
661,38.57796,141.08548,5,4462.148666381836
661,38.57796,141.08548,6,5112.733840942383
661,38.57796,141.08548,7,5210.4339599609375
661,38.57796,141.08548,8,3017.0342922210693
661,38.57796,141.08548,9,8926.655769348145
661,38.57796,141.08548,10,3978.8289070129395
661,38.57796,141.08548,11,1440.9914016723633
661,38.57796,141.08548,12,7273.606777191162
661,38.57796,141.08548,Annual,52724.59030151367
662,38.52974,141.40821,1,1186.2988471984863
662,38.52974,141.40821,2,1569.9117183685303
662,38.52974,141.40821,3,3573.2388496398926
662,38.52974,141.40821,4,5036.15665435791
662,38.52974,141.40821,5,4918.500900268555
662,38.52974,141.40821,6,4595.29447555542
662,38.52974,141.40821,7,4208.139419555664
662,38.52974,141.40821,8,2084.1307640075684
662,38.52974,141.40821,9,8034.944534301758
662,38.52974,141.40821,10,4198.746681213379
662,38.52974,141.40821,11,1226.0324954986572
662,38.52974,141.40821,12,6343.398094177246
662,38.52974,141.40821,Annual,46974.79248046875
663,38.51534,141.51202,1,1186.2988471984863
663,38.51534,141.51202,2,1569.9117183685303
663,38.51534,141.51202,3,3573.2388496398926
663,38.51534,141.51202,4,5036.15665435791
663,38.51534,141.51202,5,4918.500900268555
663,38.51534,141.51202,6,4595.29447555542
663,38.51534,141.51202,7,4208.139419555664
663,38.51534,141.51202,8,2084.1307640075684
663,38.51534,141.51202,9,8034.944534301758
663,38.51534,141.51202,10,4198.746681213379
663,38.51534,141.51202,11,1226.0324954986572
663,38.51534,141.51202,12,6343.398094177246
663,38.51534,141.51202,Annual,46974.79248046875
664,38.46295,140.75814,1,2270.815849304199
664,38.46295,140.75814,2,2239.1412258148193
664,38.46295,140.75814,3,3964.1876220703125
664,38.46295,140.75814,4,5056.593894958496
664,38.46295,140.75814,5,4047.820568084717
664,38.46295,140.75814,6,4868.7567710876465
664,38.46295,140.75814,7,4928.445339202881
664,38.46295,140.75814,8,2701.385974884033
664,38.46295,140.75814,9,8634.511947631836
664,38.46295,140.75814,10,4107.3737144470215
664,38.46295,140.75814,11,1474.164366722107
664,38.46295,140.75814,12,6969.202518463135
664,38.46295,140.75814,Annual,51262.40158081055
665,38.43763,141.0001,1,1414.4725799560547
665,38.43763,141.0001,2,1865.9987449645996
665,38.43763,141.0001,3,3655.527114868164
665,38.43763,141.0001,4,5514.327049255371
665,38.43763,141.0001,5,4665.065765380859
665,38.43763,141.0001,6,4872.681617736816
665,38.43763,141.0001,7,4826.929569244385
665,38.43763,141.0001,8,2315.060615539551
665,38.43763,141.0001,9,8399.63150024414
665,38.43763,141.0001,10,4871.163368225098
665,38.43763,141.0001,11,1163.695216178894
665,38.43763,141.0001,12,6541.121959686279
665,38.43763,141.0001,Annual,50105.674743652344
666,38.48909,141.27043,1,1186.2988471984863
666,38.48909,141.27043,2,1569.9117183685303
666,38.48909,141.27043,3,3573.2388496398926
666,38.48909,141.27043,4,5036.15665435791
666,38.48909,141.27043,5,4918.500900268555
666,38.48909,141.27043,6,4595.29447555542
666,38.48909,141.27043,7,4208.139419555664
666,38.48909,141.27043,8,2084.1307640075684
666,38.48909,141.27043,9,8034.944534301758
666,38.48909,141.27043,10,4198.746681213379
666,38.48909,141.27043,11,1226.0324954986572
666,38.48909,141.27043,12,6343.398094177246
666,38.48909,141.27043,Annual,46974.79248046875
667,38.44465,141.37817,1,1021.379828453064
667,38.44465,141.37817,2,1685.0857734680176
667,38.44465,141.37817,3,3387.367010116577
667,38.44465,141.37817,4,5295.567035675049
667,38.44465,141.37817,5,4997.238636016846
667,38.44465,141.37817,6,4759.98592376709
667,38.44465,141.37817,7,4156.840801239014
667,38.44465,141.37817,8,1481.2368154525757
667,38.44465,141.37817,9,7832.184314727783
667,38.44465,141.37817,10,5039.975166320801
667,38.44465,141.37817,11,1425.025463104248
667,38.44465,141.37817,12,5799.051284790039
667,38.44465,141.37817,Annual,46880.93948364258
668,38.39463,140.63659,1,2270.815849304199
668,38.39463,140.63659,2,2239.1412258148193
668,38.39463,140.63659,3,3964.1876220703125
668,38.39463,140.63659,4,5056.593894958496
668,38.39463,140.63659,5,4047.820568084717
668,38.39463,140.63659,6,4868.7567710876465
668,38.39463,140.63659,7,4928.445339202881
668,38.39463,140.63659,8,2701.385974884033
668,38.39463,140.63659,9,8634.511947631836
668,38.39463,140.63659,10,4107.3737144470215
668,38.39463,140.63659,11,1474.164366722107
668,38.39463,140.63659,12,6969.202518463135
668,38.39463,140.63659,Annual,51262.40158081055
669,38.36622,140.92866,1,1414.4725799560547
669,38.36622,140.92866,2,1865.9987449645996
669,38.36622,140.92866,3,3655.527114868164
669,38.36622,140.92866,4,5514.327049255371
669,38.36622,140.92866,5,4665.065765380859
669,38.36622,140.92866,6,4872.681617736816
669,38.36622,140.92866,7,4826.929569244385
669,38.36622,140.92866,8,2315.060615539551
669,38.36622,140.92866,9,8399.63150024414
669,38.36622,140.92866,10,4871.163368225098
669,38.36622,140.92866,11,1163.695216178894
669,38.36622,140.92866,12,6541.121959686279
669,38.36622,140.92866,Annual,50105.674743652344
670,38.34244,141.16413,1,1021.379828453064
670,38.34244,141.16413,2,1685.0857734680176
670,38.34244,141.16413,3,3387.367010116577
670,38.34244,141.16413,4,5295.567035675049
670,38.34244,141.16413,5,4997.238636016846
670,38.34244,141.16413,6,4759.98592376709
670,38.34244,141.16413,7,4156.840801239014
670,38.34244,141.16413,8,1481.2368154525757
670,38.34244,141.16413,9,7832.184314727783
670,38.34244,141.16413,10,5039.975166320801
670,38.34244,141.16413,11,1425.025463104248
670,38.34244,141.16413,12,5799.051284790039
670,38.34244,141.16413,Annual,46880.93948364258
671,38.38363,141.4974,1,1021.379828453064
671,38.38363,141.4974,2,1685.0857734680176
671,38.38363,141.4974,3,3387.367010116577
671,38.38363,141.4974,4,5295.567035675049
671,38.38363,141.4974,5,4997.238636016846
671,38.38363,141.4974,6,4759.98592376709
671,38.38363,141.4974,7,4156.840801239014
671,38.38363,141.4974,8,1481.2368154525757
671,38.38363,141.4974,9,7832.184314727783
671,38.38363,141.4974,10,5039.975166320801
671,38.38363,141.4974,11,1425.025463104248
671,38.38363,141.4974,12,5799.051284790039
671,38.38363,141.4974,Annual,46880.93948364258
672,38.27288,140.54853,1,2270.815849304199
672,38.27288,140.54853,2,2239.1412258148193
672,38.27288,140.54853,3,3964.1876220703125
672,38.27288,140.54853,4,5056.593894958496
672,38.27288,140.54853,5,4047.820568084717
672,38.27288,140.54853,6,4868.7567710876465
672,38.27288,140.54853,7,4928.445339202881
672,38.27288,140.54853,8,2701.385974884033
672,38.27288,140.54853,9,8634.511947631836
672,38.27288,140.54853,10,4107.3737144470215
672,38.27288,140.54853,11,1474.164366722107
672,38.27288,140.54853,12,6969.202518463135
672,38.27288,140.54853,Annual,51262.40158081055
673,38.25732,141.01251,1,1414.4725799560547
673,38.25732,141.01251,2,1865.9987449645996
673,38.25732,141.01251,3,3655.527114868164
673,38.25732,141.01251,4,5514.327049255371
673,38.25732,141.01251,5,4665.065765380859
673,38.25732,141.01251,6,4872.681617736816
673,38.25732,141.01251,7,4826.929569244385
673,38.25732,141.01251,8,2315.060615539551
673,38.25732,141.01251,9,8399.63150024414
673,38.25732,141.01251,10,4871.163368225098
673,38.25732,141.01251,11,1163.695216178894
673,38.25732,141.01251,12,6541.121959686279
673,38.25732,141.01251,Annual,50105.674743652344
674,38.306956,141.514858,1,1021.379828453064
674,38.306956,141.514858,2,1685.0857734680176
674,38.306956,141.514858,3,3387.367010116577
674,38.306956,141.514858,4,5295.567035675049
674,38.306956,141.514858,5,4997.238636016846
674,38.306956,141.514858,6,4759.98592376709
674,38.306956,141.514858,7,4156.840801239014
674,38.306956,141.514858,8,1481.2368154525757
674,38.306956,141.514858,9,7832.184314727783
674,38.306956,141.514858,10,5039.975166320801
674,38.306956,141.514858,11,1425.025463104248
674,38.306956,141.514858,12,5799.051284790039
674,38.306956,141.514858,Annual,46880.93948364258
675,38.20911,140.64986,1,2270.815849304199
675,38.20911,140.64986,2,2239.1412258148193
675,38.20911,140.64986,3,3964.1876220703125
675,38.20911,140.64986,4,5056.593894958496
675,38.20911,140.64986,5,4047.820568084717
675,38.20911,140.64986,6,4868.7567710876465
675,38.20911,140.64986,7,4928.445339202881
675,38.20911,140.64986,8,2701.385974884033
675,38.20911,140.64986,9,8634.511947631836
675,38.20911,140.64986,10,4107.3737144470215
675,38.20911,140.64986,11,1474.164366722107
675,38.20911,140.64986,12,6969.202518463135
675,38.20911,140.64986,Annual,51262.40158081055
676,38.23356,140.82857,1,1414.4725799560547
676,38.23356,140.82857,2,1865.9987449645996
676,38.23356,140.82857,3,3655.527114868164
676,38.23356,140.82857,4,5514.327049255371
676,38.23356,140.82857,5,4665.065765380859
676,38.23356,140.82857,6,4872.681617736816
676,38.23356,140.82857,7,4826.929569244385
676,38.23356,140.82857,8,2315.060615539551
676,38.23356,140.82857,9,8399.63150024414
676,38.23356,140.82857,10,4871.163368225098
676,38.23356,140.82857,11,1163.695216178894
676,38.23356,140.82857,12,6541.121959686279
676,38.23356,140.82857,Annual,50105.674743652344
677,38.23666,140.97191,1,1414.4725799560547
677,38.23666,140.97191,2,1865.9987449645996
677,38.23666,140.97191,3,3655.527114868164
677,38.23666,140.97191,4,5514.327049255371
677,38.23666,140.97191,5,4665.065765380859
677,38.23666,140.97191,6,4872.681617736816
677,38.23666,140.97191,7,4826.929569244385
677,38.23666,140.97191,8,2315.060615539551
677,38.23666,140.97191,9,8399.63150024414
677,38.23666,140.97191,10,4871.163368225098
677,38.23666,140.97191,11,1163.695216178894
677,38.23666,140.97191,12,6541.121959686279
677,38.23666,140.97191,Annual,50105.674743652344
678,38.12308,140.46212,1,3028.7458896636963
678,38.12308,140.46212,2,2933.459758758545
678,38.12308,140.46212,3,4186.820030212402
678,38.12308,140.46212,4,4855.551242828369
678,38.12308,140.46212,5,3739.359140396118
678,38.12308,140.46212,6,4953.656196594238
678,38.12308,140.46212,7,5052.756309509277
678,38.12308,140.46212,8,2888.7200355529785
678,38.12308,140.46212,9,7306.098461151123
678,38.12308,140.46212,10,4148.469924926758
678,38.12308,140.46212,11,1837.4348878860474
678,38.12308,140.46212,12,6507.929801940918
678,38.12308,140.46212,Annual,51439.002990722656
679,38.12595,140.54294,1,3028.7458896636963
679,38.12595,140.54294,2,2933.459758758545
679,38.12595,140.54294,3,4186.820030212402
679,38.12595,140.54294,4,4855.551242828369
679,38.12595,140.54294,5,3739.359140396118
679,38.12595,140.54294,6,4953.656196594238
679,38.12595,140.54294,7,5052.756309509277
679,38.12595,140.54294,8,2888.7200355529785
679,38.12595,140.54294,9,7306.098461151123
679,38.12595,140.54294,10,4148.469924926758
679,38.12595,140.54294,11,1837.4348878860474
679,38.12595,140.54294,12,6507.929801940918
679,38.12595,140.54294,Annual,51439.002990722656
680,38.12789,140.93336,1,1121.2637424468994
680,38.12789,140.93336,2,2082.568407058716
680,38.12789,140.93336,3,3593.923807144165
680,38.12789,140.93336,4,6403.151988983154
680,38.12789,140.93336,5,4857.540130615234
680,38.12789,140.93336,6,4706.427574157715
680,38.12789,140.93336,7,4923.8433837890625
680,38.12789,140.93336,8,2249.0270137786865
680,38.12789,140.93336,9,7937.457084655762
680,38.12789,140.93336,10,5952.671527862549
680,38.12789,140.93336,11,1140.461802482605
680,38.12789,140.93336,12,6080.19495010376
680,38.12789,140.93336,Annual,51048.53439331055
681,38.02893,140.28702,1,4354.592323303223
681,38.02893,140.28702,2,3549.391746520996
681,38.02893,140.28702,3,4677.906513214111
681,38.02893,140.28702,4,5022.697448730469
681,38.02893,140.28702,5,3958.545684814453
681,38.02893,140.28702,6,5651.73864364624
681,38.02893,140.28702,7,5629.5952796936035
681,38.02893,140.28702,8,3292.675495147705
681,38.02893,140.28702,9,7545.564651489258
681,38.02893,140.28702,10,4034.414291381836
681,38.02893,140.28702,11,2530.7958126068115
681,38.02893,140.28702,12,7069.8442459106445
681,38.02893,140.28702,Annual,57317.75665283203
682,38.034239,140.48105,1,3028.7458896636963
682,38.034239,140.48105,2,2933.459758758545
682,38.034239,140.48105,3,4186.820030212402
682,38.034239,140.48105,4,4855.551242828369
682,38.034239,140.48105,5,3739.359140396118
682,38.034239,140.48105,6,4953.656196594238
682,38.034239,140.48105,7,5052.756309509277
682,38.034239,140.48105,8,2888.7200355529785
682,38.034239,140.48105,9,7306.098461151123
682,38.034239,140.48105,10,4148.469924926758
682,38.034239,140.48105,11,1837.4348878860474
682,38.034239,140.48105,12,6507.929801940918
682,38.034239,140.48105,Annual,51439.002990722656
683,38.04681,140.7352,1,3028.7458896636963
683,38.04681,140.7352,2,2933.459758758545
683,38.04681,140.7352,3,4186.820030212402
683,38.04681,140.7352,4,4855.551242828369
683,38.04681,140.7352,5,3739.359140396118
683,38.04681,140.7352,6,4953.656196594238
683,38.04681,140.7352,7,5052.756309509277
683,38.04681,140.7352,8,2888.7200355529785
683,38.04681,140.7352,9,7306.098461151123
683,38.04681,140.7352,10,4148.469924926758
683,38.04681,140.7352,11,1837.4348878860474
683,38.04681,140.7352,12,6507.929801940918
683,38.04681,140.7352,Annual,51439.002990722656
684,38.07207,140.76983,1,3028.7458896636963
684,38.07207,140.76983,2,2933.459758758545
684,38.07207,140.76983,3,4186.820030212402
684,38.07207,140.76983,4,4855.551242828369
684,38.07207,140.76983,5,3739.359140396118
684,38.07207,140.76983,6,4953.656196594238
684,38.07207,140.76983,7,5052.756309509277
684,38.07207,140.76983,8,2888.7200355529785
684,38.07207,140.76983,9,7306.098461151123
684,38.07207,140.76983,10,4148.469924926758
684,38.07207,140.76983,11,1837.4348878860474
684,38.07207,140.76983,12,6507.929801940918
684,38.07207,140.76983,Annual,51439.002990722656
685,37.978161,140.312175,1,4354.592323303223
685,37.978161,140.312175,2,3549.391746520996
685,37.978161,140.312175,3,4677.906513214111
685,37.978161,140.312175,4,5022.697448730469
685,37.978161,140.312175,5,3958.545684814453
685,37.978161,140.312175,6,5651.73864364624
685,37.978161,140.312175,7,5629.5952796936035
685,37.978161,140.312175,8,3292.675495147705
685,37.978161,140.312175,9,7545.564651489258
685,37.978161,140.312175,10,4034.414291381836
685,37.978161,140.312175,11,2530.7958126068115
685,37.978161,140.312175,12,7069.8442459106445
685,37.978161,140.312175,Annual,57317.75665283203
686,37.97886,140.4655,1,3028.7458896636963
686,37.97886,140.4655,2,2933.459758758545
686,37.97886,140.4655,3,4186.820030212402
686,37.97886,140.4655,4,4855.551242828369
686,37.97886,140.4655,5,3739.359140396118
686,37.97886,140.4655,6,4953.656196594238
686,37.97886,140.4655,7,5052.756309509277
686,37.97886,140.4655,8,2888.7200355529785
686,37.97886,140.4655,9,7306.098461151123
686,37.97886,140.4655,10,4148.469924926758
686,37.97886,140.4655,11,1837.4348878860474
686,37.97886,140.4655,12,6507.929801940918
686,37.97886,140.4655,Annual,51439.002990722656
687,37.94782778,140.5596361,1,3028.7458896636963
687,37.94782778,140.5596361,2,2933.459758758545
687,37.94782778,140.5596361,3,4186.820030212402
687,37.94782778,140.5596361,4,4855.551242828369
687,37.94782778,140.5596361,5,3739.359140396118
687,37.94782778,140.5596361,6,4953.656196594238
687,37.94782778,140.5596361,7,5052.756309509277
687,37.94782778,140.5596361,8,2888.7200355529785
687,37.94782778,140.5596361,9,7306.098461151123
687,37.94782778,140.5596361,10,4148.469924926758
687,37.94782778,140.5596361,11,1837.4348878860474
687,37.94782778,140.5596361,12,6507.929801940918
687,37.94782778,140.5596361,Annual,51439.002990722656
688,37.98596,140.9065,1,1121.2637424468994
688,37.98596,140.9065,2,2082.568407058716
688,37.98596,140.9065,3,3593.923807144165
688,37.98596,140.9065,4,6403.151988983154
688,37.98596,140.9065,5,4857.540130615234
688,37.98596,140.9065,6,4706.427574157715
688,37.98596,140.9065,7,4923.8433837890625
688,37.98596,140.9065,8,2249.0270137786865
688,37.98596,140.9065,9,7937.457084655762
688,37.98596,140.9065,10,5952.671527862549
688,37.98596,140.9065,11,1140.461802482605
688,37.98596,140.9065,12,6080.19495010376
688,37.98596,140.9065,Annual,51048.53439331055
689,37.84481,140.699,1,1347.9019403457642
689,37.84481,140.699,2,2597.3362922668457
689,37.84481,140.699,3,3738.028049468994
689,37.84481,140.699,4,6041.232585906982
689,37.84481,140.699,5,4408.780574798584
689,37.84481,140.699,6,5266.4055824279785
689,37.84481,140.699,7,6143.320560455322
689,37.84481,140.699,8,2574.4433403015137
689,37.84481,140.699,9,7357.016563415527
689,37.84481,140.699,10,5873.225212097168
689,37.84481,140.699,11,1286.1725091934204
689,37.84481,140.699,12,5402.61697769165
689,37.84481,140.699,Annual,52036.47994995117
690,37.853369,140.766872,1,1347.9019403457642
690,37.853369,140.766872,2,2597.3362922668457
690,37.853369,140.766872,3,3738.028049468994
690,37.853369,140.766872,4,6041.232585906982
690,37.853369,140.766872,5,4408.780574798584
690,37.853369,140.766872,6,5266.4055824279785
690,37.853369,140.766872,7,6143.320560455322
690,37.853369,140.766872,8,2574.4433403015137
690,37.853369,140.766872,9,7357.016563415527
690,37.853369,140.766872,10,5873.225212097168
690,37.853369,140.766872,11,1286.1725091934204
690,37.853369,140.766872,12,5402.61697769165
690,37.853369,140.766872,Annual,52036.47994995117
691,40.447264,140.427231,1,4211.501121520996
691,40.447264,140.427231,2,2351.515531539917
691,40.447264,140.427231,3,4043.3149337768555
691,40.447264,140.427231,4,3639.2288208007812
691,40.447264,140.427231,5,3755.168914794922
691,40.447264,140.427231,6,3974.569320678711
691,40.447264,140.427231,7,7349.148273468018
691,40.447264,140.427231,8,4832.230567932129
691,40.447264,140.427231,9,6389.276504516602
691,40.447264,140.427231,10,3528.313398361206
691,40.447264,140.427231,11,3853.3220291137695
691,40.447264,140.427231,12,6705.619335174561
691,40.447264,140.427231,Annual,54633.209228515625
692,40.45894,140.58781,1,4211.501121520996
692,40.45894,140.58781,2,2351.515531539917
692,40.45894,140.58781,3,4043.3149337768555
692,40.45894,140.58781,4,3639.2288208007812
692,40.45894,140.58781,5,3755.168914794922
692,40.45894,140.58781,6,3974.569320678711
692,40.45894,140.58781,7,7349.148273468018
692,40.45894,140.58781,8,4832.230567932129
692,40.45894,140.58781,9,6389.276504516602
692,40.45894,140.58781,10,3528.313398361206
692,40.45894,140.58781,11,3853.3220291137695
692,40.45894,140.58781,12,6705.619335174561
692,40.45894,140.58781,Annual,54633.209228515625
693,40.40722,139.96108,1,6189.971923828125
693,40.40722,139.96108,2,3862.718105316162
693,40.40722,139.96108,3,4660.494804382324
693,40.40722,139.96108,4,3901.801109313965
693,40.40722,139.96108,5,3858.4070205688477
693,40.40722,139.96108,6,2947.1302032470703
693,40.40722,139.96108,7,8241.124153137207
693,40.40722,139.96108,8,7197.030067443848
693,40.40722,139.96108,9,7210.516929626465
693,40.40722,139.96108,10,4467.230319976807
693,40.40722,139.96108,11,6382.405757904053
693,40.40722,139.96108,12,7670.346260070801
693,40.40722,139.96108,Annual,66589.17999267578
694,40.39593,140.02572,1,6189.971923828125
694,40.39593,140.02572,2,3862.718105316162
694,40.39593,140.02572,3,4660.494804382324
694,40.39593,140.02572,4,3901.801109313965
694,40.39593,140.02572,5,3858.4070205688477
694,40.39593,140.02572,6,2947.1302032470703
694,40.39593,140.02572,7,8241.124153137207
694,40.39593,140.02572,8,7197.030067443848
694,40.39593,140.02572,9,7210.516929626465
694,40.39593,140.02572,10,4467.230319976807
694,40.39593,140.02572,11,6382.405757904053
694,40.39593,140.02572,12,7670.346260070801
694,40.39593,140.02572,Annual,66589.17999267578
695,40.359425,140.254828,1,4671.793460845947
695,40.359425,140.254828,2,2982.645273208618
695,40.359425,140.254828,3,4575.016975402832
695,40.359425,140.254828,4,4432.063579559326
695,40.359425,140.254828,5,3725.8005142211914
695,40.359425,140.254828,6,3384.3865394592285
695,40.359425,140.254828,7,9441.248893737793
